"COUNTRY","YEAR","SAMPLE","SERIAL","HHWT","HHTYPE","NMOTHERS","NFATHERS","PERNUM","PERWT","RELATE","RELATED","AGE","SEX","MARST","MARSTD"
704,2009,704200901,6000,9.94,10,2,2,6,10.63,4,4100,16,1,1,100
704,2009,704200901,6000,9.94,10,2,2,7,10.63,4,4100,9,1,1,100
704,2009,704200901,7000,9.94,6,2,1,1,8.72,1,1000,51,2,2,200
704,2009,704200901,7000,9.94,6,2,1,2,10.63,2,2000,53,1,2,200
704,2009,704200901,7000,9.94,6,2,1,3,10.63,3,3100,28,1,1,100
704,2009,704200901,7000,9.94,6,2,1,4,8.72,3,3100,32,2,2,200
704,2009,704200901,7000,9.94,6,2,1,5,8.72,4,4100,8,2,1,100
704,2009,704200901,7000,9.94,6,2,1,6,8.72,4,4100,1,2,1,100
704,2009,704200901,8000,9.94,3,1,1,1,10.63,1,1000,63,1,2,200
704,2009,704200901,8000,9.94,3,1,1,2,8.72,2,2000,63,2,2,200
704,2009,704200901,8000,9.94,3,1,1,3,8.72,3,3100,32,2,3,350
704,2009,704200901,9000,9.94,3,1,1,1,10.63,1,1000,40,1,2,200
704,2009,704200901,9000,9.94,3,1,1,2,8.72,2,2000,34,2,2,200
704,2009,704200901,9000,9.94,3,1,1,3,10.63,3,3100,12,1,1,100
704,2009,704200901,9000,9.94,3,1,1,4,8.72,3,3100,0,2,1,100
704,2009,704200901,10000,9.94,3,1,1,1,10.63,1,1000,59,1,2,200
704,2009,704200901,10000,9.94,3,1,1,2,8.72,2,2000,45,2,2,200
704,2009,704200901,10000,9.94,3,1,1,3,10.63,3,3100,25,1,1,100
704,2009,704200901,10000,9.94,3,1,1,4,8.72,3,3100,21,2,1,100
704,2009,704200901,11000,9.94,3,1,1,1,10.63,1,1000,48,1,2,200
704,2009,704200901,11000,9.94,3,1,1,2,8.72,2,2000,47,2,2,200
704,2009,704200901,11000,9.94,3,1,1,3,10.63,3,3100,21,1,1,100
704,2009,704200901,11000,9.94,3,1,1,4,10.63,3,3100,18,1,1,100
704,2009,704200901,12000,9.94,4,0,1,1,10.63,1,1000,34,1,3,330
704,2009,704200901,12000,9.94,4,0,1,2,10.63,3,3100,5,1,1,100
704,2009,704200901,13000,9.94,3,1,1,1,8.72,1,1000,39,2,2,200
704,2009,704200901,13000,9.94,3,1,1,2,10.63,2,2000,38,1,2,200
704,2009,704200901,13000,9.94,3,1,1,3,10.63,3,3100,14,1,1,100
704,2009,704200901,13000,9.94,3,1,1,4,8.72,3,3100,1,2,1,100
704,2009,704200901,14000,9.94,10,3,3,1,8.72,1,1000,59,2,2,200
704,2009,704200901,14000,9.94,10,3,3,2,10.63,2,2000,64,1,2,200
704,2009,704200901,14000,9.94,10,3,3,3,10.63,3,3100,36,1,2,200
704,2009,704200901,14000,9.94,10,3,3,4,10.63,3,3100,33,1,2,200
704,2009,704200901,14000,9.94,10,3,3,5,8.72,6,6000,35,2,2,200
704,2009,704200901,14000,9.94,10,3,3,6,8.72,6,6000,30,2,2,200
704,2009,704200901,14000,9.94,10,3,3,7,8.72,4,4100,13,2,1,100
704,2009,704200901,14000,9.94,10,3,3,8,8.72,4,4100,10,2,1,100
704,2009,704200901,14000,9.94,10,3,3,9,8.72,4,4100,6,2,1,100
704,2009,704200901,14000,9.94,10,3,3,10,10.63,4,4100,0,1,1,100
704,2009,704200901,15000,9.94,3,1,1,1,10.63,1,1000,50,1,2,200
704,2009,704200901,15000,9.94,3,1,1,2,8.72,2,2000,50,2,2,200
704,2009,704200901,15000,9.94,3,1,1,3,8.72,3,3100,28,2,2,200
704,2009,704200901,15000,9.94,3,1,1,4,8.72,3,3100,26,2,1,100
704,2009,704200901,15000,9.94,3,1,1,5,8.72,3,3100,23,2,1,100
704,2009,704200901,16000,9.94,4,1,0,1,8.72,1,1000,47,2,4,400
704,2009,704200901,16000,9.94,4,1,0,2,8.72,3,3100,20,2,1,100
704,2009,704200901,16000,9.94,4,1,0,3,8.72,3,3100,18,2,1,100
704,2009,704200901,17000,9.94,6,1,1,1,10.63,1,1000,90,1,4,400
704,2009,704200901,17000,9.94,6,1,1,2,8.72,3,3100,56,2,3,330
704,2009,704200901,17000,9.94,6,1,1,3,8.72,4,4100,23,2,1,100
704,2009,704200901,18000,9.94,10,1,1,1,8.72,1,1000,45,2,2,200
704,2009,704200901,18000,9.94,10,1,1,2,10.63,2,2000,47,1,2,200
704,2009,704200901,18000,9.94,10,1,1,3,8.72,3,3100,24,2,1,100
704,2009,704200901,18000,9.94,10,1,1,4,10.63,3,3100,23,1,2,200
704,2009,704200901,18000,9.94,10,1,1,5,8.72,6,6000,23,2,2,200
704,2009,704200901,19000,9.94,10,2,1,1,10.63,1,1000,67,1,2,200
704,2009,704200901,19000,9.94,10,2,1,2,8.72,2,2000,60,2,2,200
704,2009,704200901,19000,9.94,10,2,1,3,10.63,3,3100,32,1,1,100
704,2009,704200901,19000,9.94,10,2,1,4,8.72,3,3100,35,2,3,350
704,2009,704200901,19000,9.94,10,2,1,5,10.63,3,3100,28,1,2,200
704,2009,704200901,19000,9.94,10,2,1,6,8.72,6,6000,24,2,2,200
704,2009,704200901,19000,9.94,10,2,1,7,8.72,4,4100,13,2,1,100
704,2009,704200901,20000,9.94,3,1,1,1,10.63,1,1000,41,1,2,200
704,2009,704200901,20000,9.94,3,1,1,2,8.72,2,2000,38,2,2,200
704,2009,704200901,20000,9.94,3,1,1,3,8.72,3,3100,15,2,1,100
704,2009,704200901,20000,9.94,3,1,1,4,10.63,3,3100,5,1,1,100
704,2009,704200901,21000,9.94,3,1,1,1,10.63,1,1000,53,1,2,200
704,2009,704200901,21000,9.94,3,1,1,2,8.72,2,2000,51,2,2,200
704,2009,704200901,21000,9.94,3,1,1,3,10.63,3,3100,26,1,1,100
704,2009,704200901,22000,9.94,4,0,1,1,10.63,1,1000,35,1,2,200
704,2009,704200901,22000,9.94,4,0,1,2,10.63,3,3100,3,1,1,100
704,2009,704200901,22000,9.94,4,0,1,3,10.63,3,3100,0,1,1,100
704,2009,704200901,23000,9.94,10,0,0,1,10.63,1,1000,69,1,2,200
704,2009,704200901,23000,9.94,10,0,0,2,8.72,2,2000,61,2,2,200
704,2009,704200901,23000,9.94,10,0,0,3,10.63,4,4100,9,1,1,100
704,2009,704200901,23000,9.94,10,0,0,4,8.72,6,6000,31,2,2,200
704,2009,704200901,24000,9.94,3,1,1,1,10.63,1,1000,44,1,2,200
704,2009,704200901,24000,9.94,3,1,1,2,8.72,2,2000,46,2,2,200
704,2009,704200901,24000,9.94,3,1,1,3,8.72,3,3100,18,2,1,100
704,2009,704200901,24000,9.94,3,1,1,4,8.72,3,3100,11,2,1,100
704,2009,704200901,25000,9.94,10,1,1,1,10.63,1,1000,59,1,2,200
704,2009,704200901,25000,9.94,10,1,1,2,8.72,2,2000,57,2,2,200
704,2009,704200901,25000,9.94,10,1,1,3,10.63,3,3100,27,1,2,200
704,2009,704200901,25000,9.94,10,1,1,4,8.72,6,6000,25,2,2,200
704,2009,704200901,26000,9.94,10,2,1,1,8.72,1,1000,64,2,4,400
704,2009,704200901,26000,9.94,10,2,1,2,10.63,3,3100,37,1,2,200
704,2009,704200901,26000,9.94,10,2,1,3,10.63,3,3100,29,1,2,200
704,2009,704200901,26000,9.94,10,2,1,4,8.72,6,6000,28,2,2,200
704,2009,704200901,26000,9.94,10,2,1,5,10.63,4,4100,6,1,1,100
704,2009,704200901,27000,9.94,3,1,1,1,10.63,1,1000,43,1,2,200
704,2009,704200901,27000,9.94,3,1,1,2,8.72,2,2000,35,2,2,200
704,2009,704200901,27000,9.94,3,1,1,3,8.72,3,3100,12,2,1,100
704,2009,704200901,27000,9.94,3,1,1,4,10.63,3,3100,0,1,1,100
704,2009,704200901,28000,9.94,6,1,1,1,10.63,1,1000,79,1,4,400
704,2009,704200901,28000,9.94,6,1,1,2,8.72,3,3100,37,2,3,350
704,2009,704200901,28000,9.94,6,1,1,3,8.72,4,4100,13,2,1,100
704,2009,704200901,29000,9.94,3,1,1,1,10.63,1,1000,41,1,2,200
704,2009,704200901,29000,9.94,3,1,1,2,8.72,2,2000,29,2,2,200
704,2009,704200901,29000,9.94,3,1,1,3,8.72,3,3100,6,2,1,100
704,2009,704200901,29000,9.94,3,1,1,4,10.63,3,3100,1,1,1,100
704,2009,704200901,30000,9.94,4,1,0,1,8.72,1,1000,45,2,4,400
704,2009,704200901,30000,9.94,4,1,0,2,10.63,3,3100,24,1,1,100
704,2009,704200901,31000,9.94,6,0,0,1,8.72,1,1000,52,2,4,400
704,2009,704200901,31000,9.94,6,0,0,2,8.72,4,4100,7,2,1,100
704,2009,704200901,32000,9.94,3,1,1,1,8.72,1,1000,49,2,2,200
704,2009,704200901,32000,9.94,3,1,1,2,10.63,2,2000,50,1,2,200
704,2009,704200901,32000,9.94,3,1,1,3,10.63,3,3100,22,1,1,100
704,2009,704200901,32000,9.94,3,1,1,4,10.63,3,3100,16,1,1,100
704,2009,704200901,33000,9.94,3,1,1,1,10.63,1,1000,37,1,2,200
704,2009,704200901,33000,9.94,3,1,1,2,8.72,2,2000,31,2,2,200
704,2009,704200901,33000,9.94,3,1,1,3,10.63,3,3100,6,1,1,100
704,2009,704200901,34000,9.94,3,1,1,1,10.63,1,1000,24,1,2,200
704,2009,704200901,34000,9.94,3,1,1,2,8.72,2,2000,24,2,2,200
704,2009,704200901,34000,9.94,3,1,1,3,10.63,3,3100,0,1,1,100
704,2009,704200901,35000,9.94,3,1,1,1,10.63,1,1000,27,1,2,200
704,2009,704200901,35000,9.94,3,1,1,2,8.72,2,2000,27,2,2,200
704,2009,704200901,35000,9.94,3,1,1,3,8.72,3,3100,4,2,1,100
704,2009,704200901,35000,9.94,3,1,1,4,8.72,3,3100,2,2,1,100
704,2009,704200901,36000,9.94,4,0,1,1,10.63,1,1000,80,1,4,400
704,2009,704200901,36000,9.94,4,0,1,2,10.63,3,3100,38,1,3,350
704,2009,704200901,37000,9.94,4,1,0,1,8.72,1,1000,40,2,3,350
704,2009,704200901,37000,9.94,4,1,0,2,10.63,3,3100,15,1,1,100
704,2009,704200901,38000,9.94,3,1,1,1,10.63,1,1000,48,1,2,200
704,2009,704200901,38000,9.94,3,1,1,2,8.72,2,2000,47,2,2,200
704,2009,704200901,38000,9.94,3,1,1,3,10.63,3,3100,22,1,1,100
704,2009,704200901,39000,9.94,4,1,0,1,8.72,1,1000,31,2,2,200
704,2009,704200901,39000,9.94,4,1,0,2,10.63,3,3100,7,1,1,100
704,2009,704200901,39000,9.94,4,1,0,3,10.63,3,3100,5,1,1,100
704,2009,704200901,40000,9.94,3,1,1,1,10.63,1,1000,37,1,2,200
704,2009,704200901,40000,9.94,3,1,1,2,8.72,2,2000,32,2,2,200
704,2009,704200901,40000,9.94,3,1,1,3,10.63,3,3100,12,1,1,100
704,2009,704200901,41000,9.94,4,1,0,1,8.72,1,1000,36,2,4,400
704,2009,704200901,41000,9.94,4,1,0,2,10.63,3,3100,16,1,1,100
704,2009,704200901,41000,9.94,4,1,0,3,10.63,3,3100,8,1,1,100
704,2009,704200901,42000,9.94,3,1,1,1,8.72,1,1000,26,2,2,200
704,2009,704200901,42000,9.94,3,1,1,2,10.63,2,2000,31,1,2,200
704,2009,704200901,42000,9.94,3,1,1,3,10.63,3,3100,3,1,1,100
704,2009,704200901,43000,9.94,2,0,0,1,10.63,1,1000,30,1,2,200
704,2009,704200901,43000,9.94,2,0,0,2,8.72,2,2000,28,2,2,200
704,2009,704200901,44000,9.94,3,1,1,1,10.63,1,1000,31,1,2,200
704,2009,704200901,44000,9.94,3,1,1,2,8.72,2,2000,28,2,2,200
704,2009,704200901,44000,9.94,3,1,1,3,8.72,3,3100,1,2,1,100
704,2009,704200901,45000,9.94,3,1,1,1,10.63,1,1000,34,1,2,200
704,2009,704200901,45000,9.94,3,1,1,2,8.72,2,2000,30,2,2,200
704,2009,704200901,45000,9.94,3,1,1,3,8.72,3,3100,7,2,1,100
704,2009,704200901,45000,9.94,3,1,1,4,10.63,3,3100,1,1,1,100
704,2009,704200901,46000,9.94,3,1,1,1,10.63,1,1000,44,1,2,200
704,2009,704200901,46000,9.94,3,1,1,2,8.72,2,2000,39,2,2,200
704,2009,704200901,46000,9.94,3,1,1,3,8.72,3,3100,19,2,1,100
704,2009,704200901,46000,9.94,3,1,1,4,8.72,3,3100,12,2,1,100
704,2009,704200901,47000,9.94,4,1,0,1,8.72,1,1000,35,2,2,200
704,2009,704200901,47000,9.94,4,1,0,2,8.72,3,3100,14,2,1,100
704,2009,704200901,48000,9.94,10,2,1,1,8.72,1,1000,86,2,4,400
704,2009,704200901,48000,9.94,10,2,1,2,10.63,3,3100,51,1,2,200
704,2009,704200901,48000,9.94,10,2,1,3,8.72,6,6000,50,2,2,200
704,2009,704200901,48000,9.94,10,2,1,4,8.72,4,4100,17,2,1,100
704,2009,704200901,48000,9.94,10,2,1,5,10.63,4,4100,15,1,1,100
704,2009,704200901,49000,9.94,3,1,1,1,10.63,1,1000,48,1,2,200
704,2009,704200901,49000,9.94,3,1,1,2,8.72,2,2000,42,2,2,200
704,2009,704200901,49000,9.94,3,1,1,3,10.63,3,3100,15,1,1,100
704,2009,704200901,50000,9.94,3,1,1,1,10.63,1,1000,30,1,2,200
704,2009,704200901,50000,9.94,3,1,1,2,8.72,2,2000,30,2,2,200
704,2009,704200901,50000,9.94,3,1,1,3,8.72,3,3100,1,2,1,100
704,2009,704200901,51000,9.94,6,2,0,1,8.72,1,1000,47,2,3,350
704,2009,704200901,51000,9.94,6,2,0,2,8.72,3,3100,23,2,2,200
704,2009,704200901,51000,9.94,6,2,0,3,8.72,4,4100,0,2,1,100
704,2009,704200901,52000,9.94,3,1,1,1,10.63,1,1000,45,1,2,200
704,2009,704200901,52000,9.94,3,1,1,2,8.72,2,2000,44,2,2,200
704,2009,704200901,52000,9.94,3,1,1,3,10.63,3,3100,19,1,1,100
704,2009,704200901,52000,9.94,3,1,1,4,8.72,3,3100,14,2,1,100
704,2009,704200901,53000,9.94,6,2,1,1,10.63,1,1000,77,1,2,200
704,2009,704200901,53000,9.94,6,2,1,2,8.72,2,2000,59,2,2,200
704,2009,704200901,53000,9.94,6,2,1,3,8.72,3,3100,32,2,1,100
704,2009,704200901,53000,9.94,6,2,1,4,8.72,3,3100,35,2,2,200
704,2009,704200901,53000,9.94,6,2,1,5,8.72,4,4100,16,2,1,100
704,2009,704200901,54000,9.94,3,1,1,1,10.63,1,1000,67,1,2,200
704,2009,704200901,54000,9.94,3,1,1,2,8.72,2,2000,54,2,2,200
704,2009,704200901,54000,9.94,3,1,1,3,8.72,3,3100,25,2,2,200
704,2009,704200901,54000,9.94,3,1,1,4,8.72,3,3100,23,2,1,100
704,2009,704200901,54000,9.94,3,1,1,5,8.72,3,3100,20,2,1,100
704,2009,704200901,54000,9.94,3,1,1,6,8.72,3,3100,17,2,1,100
704,2009,704200901,55000,9.94,4,1,0,1,8.72,1,1000,65,2,4,400
704,2009,704200901,55000,9.94,4,1,0,2,10.63,3,3100,32,1,1,100
704,2009,704200901,56000,9.94,3,1,1,1,10.63,1,1000,42,1,2,200
704,2009,704200901,56000,9.94,3,1,1,2,8.72,2,2000,41,2,2,200
704,2009,704200901,56000,9.94,3,1,1,3,8.72,3,3100,22,2,1,100
704,2009,704200901,56000,9.94,3,1,1,4,10.63,3,3100,20,1,1,100
704,2009,704200901,56000,9.94,3,1,1,5,8.72,3,3100,16,2,1,100
704,2009,704200901,57000,9.94,4,1,0,1,8.72,1,1000,30,2,2,200
704,2009,704200901,57000,9.94,4,1,0,2,8.72,3,3100,1,2,1,100
704,2009,704200901,58000,9.94,6,2,1,1,10.63,1,1000,56,1,2,200
704,2009,704200901,58000,9.94,6,2,1,2,8.72,2,2000,54,2,2,200
704,2009,704200901,58000,9.94,6,2,1,3,8.72,3,3100,28,2,2,200
704,2009,704200901,58000,9.94,6,2,1,4,10.63,4,4100,2,1,1,100
704,2009,704200901,59000,9.94,10,2,2,1,10.63,1,1000,63,1,2,200
704,2009,704200901,59000,9.94,10,2,2,2,8.72,2,2000,56,2,2,200
704,2009,704200901,59000,9.94,10,2,2,3,10.63,3,3100,35,1,2,200
704,2009,704200901,59000,9.94,10,2,2,4,8.72,6,6000,32,2,2,200
704,2009,704200901,59000,9.94,10,2,2,5,8.72,4,4100,2,2,1,100
704,2009,704200901,59000,9.94,10,2,2,6,8.72,4,4100,0,2,1,100
704,2009,704200901,60000,9.94,10,2,2,1,10.63,1,1000,66,1,2,200
704,2009,704200901,60000,9.94,10,2,2,2,8.72,2,2000,62,2,2,200
704,2009,704200901,60000,9.94,10,2,2,3,10.63,3,3100,33,1,2,200
704,2009,704200901,60000,9.94,10,2,2,4,8.72,6,6000,35,2,2,200
704,2009,704200901,60000,9.94,10,2,2,5,10.63,4,4100,9,1,1,100
704,2009,704200901,60000,9.94,10,2,2,6,8.72,4,4100,3,2,1,100
704,2009,704200901,61000,9.94,3,1,1,1,10.63,1,1000,49,1,2,200
704,2009,704200901,61000,9.94,3,1,1,2,10.63,3,3100,27,1,1,100
704,2009,704200901,61000,9.94,3,1,1,3,10.63,3,3100,22,1,1,100
704,2009,704200901,61000,9.94,3,1,1,4,8.72,3,3100,19,2,1,100
704,2009,704200901,61000,9.94,3,1,1,5,8.72,2,2000,47,2,2,200
704,2009,704200901,62000,9.94,10,0,0,1,8.72,1,1000,18,2,1,100
704,2009,704200901,62000,9.94,10,0,0,2,8.72,6,6000,22,2,1,100
704,2009,704200901,63000,9.94,10,2,1,1,8.72,1,1000,67,2,4,400
704,2009,704200901,63000,9.94,10,2,1,2,10.63,3,3100,38,1,2,200
704,2009,704200901,63000,9.94,10,2,1,3,10.63,3,3100,37,1,1,100
704,2009,704200901,63000,9.94,10,2,1,4,8.72,6,6000,34,2,2,200
704,2009,704200901,63000,9.94,10,2,1,5,8.72,4,4100,12,2,1,100
704,2009,704200901,63000,9.94,10,2,1,6,10.63,4,4100,4,1,1,100
704,2009,704200901,64000,9.94,3,1,1,1,10.63,1,1000,39,1,2,200
704,2009,704200901,64000,9.94,3,1,1,2,8.72,2,2000,37,2,2,200
704,2009,704200901,64000,9.94,3,1,1,3,10.63,3,3100,17,1,1,100
704,2009,704200901,64000,9.94,3,1,1,4,8.72,3,3100,11,2,1,100
704,2009,704200901,65000,9.94,2,0,0,1,10.63,1,1000,76,1,2,200
704,2009,704200901,65000,9.94,2,0,0,2,8.72,2,2000,75,2,2,200
704,2009,704200901,66000,9.94,3,1,1,1,8.72,1,1000,54,2,2,200
704,2009,704200901,66000,9.94,3,1,1,2,10.63,2,2000,56,1,2,200
704,2009,704200901,66000,9.94,3,1,1,3,10.63,3,3100,24,1,1,100
704,2009,704200901,67000,9.94,2,0,0,1,10.63,1,1000,75,1,2,200
704,2009,704200901,67000,9.94,2,0,0,2,8.72,2,2000,69,2,2,200
704,2009,704200901,68000,9.94,4,1,0,1,8.72,1,1000,46,2,4,400
704,2009,704200901,68000,9.94,4,1,0,2,10.63,3,3100,27,1,1,100
704,2009,704200901,68000,9.94,4,1,0,3,10.63,3,3100,21,1,1,100
704,2009,704200901,69000,9.94,2,0,0,1,10.63,1,1000,73,1,2,200
704,2009,704200901,69000,9.94,2,0,0,2,8.72,2,2000,73,2,2,200
704,2009,704200901,70000,9.94,4,1,0,1,8.72,1,1000,47,2,3,350
704,2009,704200901,70000,9.94,4,1,0,2,10.63,3,3100,22,1,1,100
704,2009,704200901,71000,9.94,10,1,1,1,10.63,1,1000,32,1,2,200
704,2009,704200901,71000,9.94,10,1,1,2,8.72,2,2000,32,2,2,200
704,2009,704200901,71000,9.94,10,1,1,3,8.72,3,3100,8,2,1,100
704,2009,704200901,71000,9.94,10,1,1,4,8.72,3,3100,0,2,1,100
704,2009,704200901,71000,9.94,10,1,1,5,8.72,6,6000,46,2,2,200
704,2009,704200901,72000,9.94,3,1,1,1,10.63,1,1000,45,1,2,200
704,2009,704200901,72000,9.94,3,1,1,2,8.72,2,2000,41,2,2,200
704,2009,704200901,72000,9.94,3,1,1,3,10.63,3,3100,18,1,1,100
704,2009,704200901,72000,9.94,3,1,1,4,8.72,3,3100,13,2,1,100
704,2009,704200901,73000,9.94,4,1,0,1,8.72,1,1000,51,2,2,200
704,2009,704200901,73000,9.94,4,1,0,2,8.72,3,3100,24,2,1,100
704,2009,704200901,73000,9.94,4,1,0,3,8.72,3,3100,18,2,1,100
704,2009,704200901,74000,9.94,10,1,2,1,10.63,1,1000,78,1,4,400
704,2009,704200901,74000,9.94,10,1,2,2,10.63,3,3100,35,1,2,200
704,2009,704200901,74000,9.94,10,1,2,3,8.72,6,6000,35,2,2,200
704,2009,704200901,74000,9.94,10,1,2,4,8.72,4,4100,1,2,1,100
704,2009,704200901,75000,9.94,3,1,1,1,10.63,1,1000,42,1,2,200
704,2009,704200901,75000,9.94,3,1,1,2,8.72,2,2000,31,2,2,200
704,2009,704200901,75000,9.94,3,1,1,3,10.63,3,3100,1,1,1,100
704,2009,704200901,76000,9.94,3,1,1,1,10.63,1,1000,45,1,2,200
704,2009,704200901,76000,9.94,3,1,1,2,8.72,2,2000,34,2,2,200
704,2009,704200901,76000,9.94,3,1,1,3,8.72,3,3100,10,2,1,100
704,2009,704200901,77000,9.94,10,1,0,1,8.72,1,1000,42,2,2,200
704,2009,704200901,77000,9.94,10,1,0,2,10.63,3,3100,19,1,1,100
704,2009,704200901,77000,9.94,10,1,0,3,8.72,3,3100,4,2,1,100
704,2009,704200901,77000,9.94,10,1,0,4,8.72,6,6000,43,2,2,200
704,2009,704200901,78000,9.94,3,1,1,1,10.63,1,1000,38,1,2,200
704,2009,704200901,78000,9.94,3,1,1,2,8.72,2,2000,36,2,2,200
704,2009,704200901,78000,9.94,3,1,1,3,8.72,3,3100,15,2,1,100
704,2009,704200901,78000,9.94,3,1,1,4,8.72,3,3100,11,2,1,100
704,2009,704200901,78000,9.94,3,1,1,5,8.72,3,3100,7,2,1,100
704,2009,704200901,78000,9.94,3,1,1,6,10.63,3,3100,6,1,1,100
704,2009,704200901,79000,9.94,3,1,1,1,10.63,1,1000,59,1,2,200
704,2009,704200901,79000,9.94,3,1,1,2,8.72,2,2000,56,2,2,200
704,2009,704200901,79000,9.94,3,1,1,3,10.63,3,3100,29,1,1,100
704,2009,704200901,79000,9.94,3,1,1,4,10.63,3,3100,27,1,1,100
704,2009,704200901,80000,9.94,3,1,1,1,10.63,1,1000,56,1,2,200
704,2009,704200901,80000,9.94,3,1,1,2,8.72,2,2000,53,2,2,200
704,2009,704200901,80000,9.94,3,1,1,3,8.72,3,3100,30,2,3,350
704,2009,704200901,81000,9.94,3,1,1,1,10.63,1,1000,26,1,2,200
704,2009,704200901,81000,9.94,3,1,1,2,8.72,2,2000,28,2,2,200
704,2009,704200901,81000,9.94,3,1,1,3,8.72,3,3100,7,2,1,100
704,2009,704200901,81000,9.94,3,1,1,4,8.72,3,3100,5,2,1,100
704,2009,704200901,81000,9.94,3,1,1,5,10.63,3,3100,1,1,1,100
704,2009,704200901,82000,9.94,6,2,1,1,10.63,1,1000,64,1,2,200
704,2009,704200901,82000,9.94,6,2,1,2,8.72,2,2000,57,2,2,200
704,2009,704200901,82000,9.94,6,2,1,3,10.63,3,3100,36,1,1,100
704,2009,704200901,82000,9.94,6,2,1,4,8.72,3,3100,34,2,2,200
704,2009,704200901,82000,9.94,6,2,1,5,10.63,4,4100,15,1,1,100
704,2009,704200901,83000,9.94,10,2,2,1,10.63,1,1000,69,1,2,200
704,2009,704200901,83000,9.94,10,2,2,2,8.72,2,2000,62,2,2,200
704,2009,704200901,83000,9.94,10,2,2,3,10.63,3,3100,28,1,2,200
704,2009,704200901,83000,9.94,10,2,2,4,8.72,6,6000,27,2,2,200
704,2009,704200901,83000,9.94,10,2,2,5,10.63,3,3100,30,1,2,200
704,2009,704200901,83000,9.94,10,2,2,6,8.72,6,6000,27,2,2,200
704,2009,704200901,83000,9.94,10,2,2,7,10.63,4,4100,0,1,1,100
704,2009,704200901,84000,9.94,3,1,1,1,10.63,1,1000,32,1,2,200
704,2009,704200901,84000,9.94,3,1,1,2,8.72,2,2000,26,2,2,200
704,2009,704200901,84000,9.94,3,1,1,3,10.63,3,3100,7,1,1,100
704,2009,704200901,85000,9.94,10,2,2,1,10.63,1,1000,66,1,2,200
704,2009,704200901,85000,9.94,10,2,2,2,8.72,2,2000,57,2,2,200
704,2009,704200901,85000,9.94,10,2,2,3,10.63,3,3100,31,1,2,200
704,2009,704200901,85000,9.94,10,2,2,4,8.72,6,6000,28,2,2,200
704,2009,704200901,85000,9.94,10,2,2,5,8.72,4,4100,9,2,1,100
704,2009,704200901,85000,9.94,10,2,2,6,10.63,4,4100,4,1,1,100
704,2009,704200901,86000,9.94,3,1,1,1,8.72,1,1000,39,2,2,200
704,2009,704200901,86000,9.94,3,1,1,2,10.63,2,2000,36,1,2,200
704,2009,704200901,86000,9.94,3,1,1,3,10.63,3,3100,3,1,1,100
704,2009,704200901,87000,9.94,10,2,2,1,8.72,1,1000,66,2,2,200
704,2009,704200901,87000,9.94,10,2,2,2,10.63,3,3100,46,1,2,200
704,2009,704200901,87000,9.94,10,2,2,3,8.72,6,6000,36,2,2,200
704,2009,704200901,87000,9.94,10,2,2,4,8.72,4,4100,16,2,1,100
704,2009,704200901,87000,9.94,10,2,2,5,8.72,4,4100,6,2,1,100
704,2009,704200901,87000,9.94,10,2,2,6,10.63,2,2000,75,1,2,200
704,2009,704200901,88000,9.94,6,2,1,1,10.63,1,1000,61,1,2,200
